30;02-0374;SUPAD;ESTABILIZADOR BMI MICROLINE 1000VA BIVOLT;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 10277;31/05/2007;134.00;5;20;13.40;120.60;0.00;120.60;13.40;
31;02-0638;SUCOF;ESTABILIZADOR BMI MICROLINE 1000VA BIVOLT;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 10277;31/05/2007;134.00;5;20;13.40;120.60;0.00;120.60;13.40;
32;02-0639;TI;ESTABILIZADOR BMI MICROLINE 1000VA BIVOLT;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 10277;31/05/2007;134.00;5;20;13.40;120.60;0.00;120.60;13.40;
33;02-0669;GAB;ESTABILIZADOR SMS 500VA 2.5 BIFX REVOLUTION;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 12023;13/12/2007;78.00;5;20;7.80;70.20;0.00;70.20;7.80;
34;02-0576;TI;ESTABILIZADOR SMS 500VA 2.5 BIFX REVOLUTION;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 12023;13/12/2007;78.00;5;20;7.80;70.20;0.00;70.20;7.80;
35;02-0320;SUPAD;ESTABILIZADOR SMS 500VA 2.5 BIFX REVOLUTION;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 12023;13/12/2007;78.00;5;20;7.80;70.20;0.00;70.20;7.80;
36;02-0641;SUP-SUCOF;ESTABILIZADOR BMI MICROLINE 1000VA MOD 4.0-ML1000B1;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 12023;13/12/2007;134.00;5;20;13.40;120.60;0.00;120.60;13.40;
37;02-0719;SUPAD;ESTABILIZADOR BMI 500VA BI 2.0 PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 15603;14/05/2008;79.00;5;20;7.90;71.10;0.00;71.10;7.90;
38;01-0526;SUCOF;ESTABILIZADOR BMI 500VA BI 2.0 PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 15603;14/05/2008;79.00;5;20;7.90;71.10;0.00;71.10;7.90;
39;02-0713;GAB;ESTABILIZADOR BMI 500VA BI 2.0 PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 15603;14/05/2008;79.00;5;20;7.90;71.10;0.00;71.10;7.90;
40;02-0716;ADM;ESTABILIZADOR BMI 500VA BI 2.0 PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 15603;14/05/2008;79.00;5;20;7.90;71.10;0.00;71.10;7.90;
41;02-0772;ADM;ESTABILIZADOR ENERMAX EXS POWER 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 225;03/12/2008;159.50;5;20;15.95;143.55;0.00;143.55;15.95;
42;02-0773;SUP-SUPAD;ESTABILIZADOR ENERMAX EXS POWER 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 225;03/12/2008;159.50;5;20;15.95;143.55;0.00;143.55;15.95;
43;8000338;GAB;ESTABILIZADOR ENERMAX EXS POWER 500VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;INSERVIVEL;N.F. 225;03/12/2008;94.26;5;20;9.43;84.83;0.00;84.83;9.43;
44;01-0534;GAB;ESTABILIZADOR ENERMAX EXS POWER 500VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 225;03/12/2008;94.27;5;20;9.43;84.84;0.00;84.84;9.43;
45;8000480;SUCOF;ESTABILIZADOR ENERMAX EXS POWER 500VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;INSERVIVEL;N.F. 225;03/12/2008;94.27;5;20;9.43;84.84;0.00;84.84;9.43;
46;01-0565;ADM;ESTABILIZADOR ENERMAX EXS POWER 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 1794;08/04/2009;148.00;5;20;14.80;133.20;0.00;133.20;14.80;
47;01-0535;TI;ESTABILIZADOR ENERMAX EXS POWER 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 1794;08/04/2009;148.00;5;20;14.80;133.20;0.00;133.20;14.80;
48;02-0280;GAB;ESTABILIZADOR ENERMAX EXS POWER 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 1794;08/04/2009;148.00;5;20;14.80;133.20;0.00;133.20;14.80;
49;01-0522;SUPAD;ESTABILIZADOR PROTECTOR 500VA PRETO BMI;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 11596;13/04/2009;88.00;5;20;8.80;79.20;0.00;79.20;8.80;
50;01-0523;SUPAD;ESTABILIZADOR PROTECTOR 500VA PRETO BMI;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 11596;13/04/2009;88.00;5;20;8.80;79.20;0.00;79.20;8.80;
51;02-0722;SUP-SUCOR;ESTABILIZADOR PROTECTOR 500VA PRETO BMI;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 11596;13/04/2009;88.00;5;20;8.80;79.20;0.00;79.20;8.80;
52;02-0710;ADM;ESTABILIZADOR PROTECTOR 500VA PRETO BMI;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 11596;13/04/2009;88.00;5;20;8.80;79.20;0.00;79.20;8.80;
53;02-0894;SVG;ESTABILIZADOR PROTECTOR 500VA PRETO BMI;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 11596;13/04/2009;88.00;5;20;8.80;79.20;0.00;79.20;8.80;
54;01-0553;SUPAD;ESTABILIZADOR ENERMAX C EXS II  POWER 600VA PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 1636;16/06/2010;130.00;5;20;13.00;117.00;0.00;117.00;13.00;
55;01- 0559;SUPAD;ESTABILIZADOR ENERMAX C EXS II  POWER 600VA PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 1636;16/06/2010;130.00;5;20;13.00;117.00;0.00;117.00;13.00;
56;01-0557;SUPAD;ESTABILIZADOR ENERMAX C EXS II  POWER 600VA PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 1636;16/06/2010;130.00;5;20;13.00;117.00;0.00;117.00;13.00;
57;01-0563;SUCOF;ESTABILIZADOR ENERMAX C EXS II  POWER 600VA PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 1636;16/06/2010;130.00;5;20;13.00;117.00;0.00;117.00;13.00;
58;01-0556;SUCOF;ESTABILIZADOR ENERMAX C EXS II  POWER 600VA PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 1636;16/06/2010;130.00;5;20;13.00;117.00;0.00;117.00;13.00;
59;01-0555;GAB;ESTABILIZADOR ENERMAX C EXS II  POWER 600VA PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 1636;16/06/2010;130.00;5;20;13.00;117.00;0.00;117.00;13.00;
60;01-0554;PRO;ESTABILIZADOR ENERMAX C EXS II  POWER 600VA PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 1636;16/06/2010;130.00;5;20;13.00;117.00;0.00;117.00;13.00;
61;02-0880;SUP-SUCOR;ESTABILIZADOR 1000VA PROG LASER NT213 SMS;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 8728;18/11/2011;195.00;5;20;19.50;175.50;0.00;175.50;19.50;
62;02-0856;TI;ESTABILIZADOR 1000VA PROG LASER NT213 SMS;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 8728;18/11/2011;195.00;5;20;19.50;175.50;0.00;175.50;19.50;
63;02-0810;TI;ESTABILIZADOR 1000VA PROG LASER NT213 SMS;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 8728;18/11/2011;195.00;5;20;19.50;175.50;0.00;175.50;19.50;
64;02-0892;SUPAD;ESTABILIZADOR 1000VA PROG LASER NT213 SMS;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 8728;18/11/2011;195.00;5;20;19.50;175.50;0.00;175.50;19.50;
65;02-0811;SUCOR;ESTABILIZADOR 1000VA PROG LASER NT213 SMS;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;N.F. 8728;18/11/2011;195.00;5;20;19.50;175.50;0.00;175.50;19.50;
66;02-0827;SUCOF;ESTABILIZADOR ENERMAX  1000VA PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;11823;05/09/2012;180.00;5;20;18.00;162.00;2.70;137.70;42.30;
67;02-0828;SUP-SUPAD;ESTABILIZADOR ENERMAX  1000VA PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;11823;05/09/2012;180.00;5;20;18.00;162.00;2.70;137.70;42.30;
68;02-0829;GAB;ESTABILIZADOR ENERMAX  1000VA PRETO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;11823;05/09/2012;180.00;5;20;18.00;162.00;2.70;137.70;42.30;
69;fev/33;SUP-SUPAD;NO- BREAK SMS USM 1400 BIFX 1400VA   ;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
70;fev/45;SUP-SUPAD;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
71;fev/37;SUP-SUCOR;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
72;fev/41;TI;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
73;fev/40;TI;NO- BREAK SMS USM 1800 BIFX 1800VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;804.40;5;20;80.44;723.96;0.00;723.96;80.44;
74;fev/32;TI;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
75;fev/36;TI;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
76;fev/43;TI;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
77;fev/31;ADM;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
78;fev/38;SUCOF;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
79;fev/44;GAB;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
80;fev/42;SUCOR;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
81;fev/46;SUCOF;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
82;fev/34;SUCOF;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
83;fev/35;SUPAD;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
84;fev/47;SUPAD;NO- BREAK SMS USM 1400 BIFX 1400VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;99;06/05/2011;437.80;5;20;43.78;394.02;0.00;394.02;43.78;
85;02-0665;SUPAD;ESTABILIZADOR PROTECTOR 700VA BMI 3.0 ML0700BI;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;70.00;5;20;7.00;63.00;1.05;37.80;32.20;
86;02-0585;SUPAD;ESTABILIZADOR MAX SOLUTIONRAGTECH MS 300BI 300VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;50.00;5;20;5.00;45.00;0.75;27.00;23.00;
87;02-0438;SUPAD;EST. SMS REVOLUTION 300VA/ MOD: URE 1.5 BIRMS300;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;50.00;5;20;5.00;45.00;0.75;27.00;23.00;
88;02-0216;SUP-SUCOR;ESTABILIZADOR HI-TECH 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;70.00;5;20;7.00;63.00;1.05;37.80;32.20;
89;01-0180;SVG;ESTABILIZADOR BMI COMPACT CP 1021 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;50.00;5;20;5.00;45.00;0.75;27.00;23.00;
90;02-0138;SUPAD;EST. SMS REVOLUTION 300VA/ MOD: URE 1.5 BIRMS300;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;50.00;5;20;5.00;45.00;0.75;27.00;23.00;
91;02-0321;SUCOR;ESTABILIZADOR SMS NET STATION 600VA BRANCO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;50.00;5;20;5.00;45.00;0.75;27.00;23.00;
92;8000030;SUCOF;ESTABILIZADOR SMS NET STATION 600VA BRANCO;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;INSERVIVEL;;31/12/2013;75.00;5;20;7.50;67.50;1.13;40.50;34.50;
93;8000484;SUCOF;ESTABILIZADOR MICROSOL SOL 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;INSERVIVEL;;31/12/2013;50.00;5;20;5.00;45.00;0.75;27.00;23.00;
94;8000339;TI;ESTABILIZADOR BMI COMPACT CP 1021 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;INSERVIVEL;;31/12/2013;50.00;5;20;5.00;45.00;0.75;27.00;23.00;
95;02-0415;TI;ESTABILIZADOR SMS AVR 1000BI 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;40.50;5;20;4.05;36.45;0.61;21.87;18.63;
96;01-0652;TI;NO-BREAK UPS PREFESSIONAL TS SHARA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;80.00;5;20;8.00;72.00;1.20;43.20;36.80;
97;02-0656;TI;MODULO DE BATERIA NO-BREAK;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;60.00;5;20;6.00;54.00;0.90;32.40;27.60;
98;02-0333;ADM;ESTABILIZADOR MAX SOLUTIONRAGTECH MS 300BI 300VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;50.00;5;20;5.00;45.00;0.75;27.00;23.00;
99;02-0414;SUCOF;ESTABILIZADOR SMS AVR 1000BI 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;50.00;5;20;5.00;45.00;0.75;27.00;23.00;
100;02-0667;SUP-SUCOF;ESTABILIZADOR PROTECTOR BMI 3.0 ML0700BI 700VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;75.00;5;20;7.50;67.50;1.13;40.68;34.32;
101;02-0832;ADM;ESTABILIZADOR SMS AVR 1000BI 1000VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;70.00;5;20;7.00;63.00;1.05;37.80;32.20;
102;02-0467;SUPAD;ESTABILIZADOR SMS URE 1.5 BI RMS 300VA;12311.01.30 - MAQUINAS E EQUIPAMENTOS ENERGETICOS;BOM;;31/12/2013;50.00;5;20;5.00;45.00;0.75;27.00;23.00;
103;01-0584;SUPAD;MULTIFUNCIONAL BROTHER 8085;12311.01.32 - MAQUINAS E EQUIPAMENTOS GRÁFICOS;BOM;N.F.  1581;19/10/2011;2495.00;10;20;249.50;2245.50;0.00;2245.50;249.50;
104;02-0636;GAB;CAMERA  DIGITAL HP PHOTOSMART M425;12311.04.33 - EQUIPAMENTOS PARA AUDIO. VIDEO E FOTO;BOM;N.F. 10277;31/05/2007;551.00;10;10;55.10;495.90;4.13;475.24;75.76;
105;01-0541;GAB;CAMERA DIGITAL SONY 13.6 MEGAPIXELES;12311.04.33 - EQUIPAMENTOS PARA AUDIO. VIDEO E FOTO;BOM;N.F. 250;16/06/2009;1310.00;10;10;131.00;1179.00;9.83;884.24;425.76;
106;02-0820;GAB;CAMERA DIGITAL MOD. FINEPIX S 2980 FUGIFILM ;12311.04.33 - EQUIPAMENTOS PARA AUDIO. VIDEO E FOTO;BOM;N.F. 13681;20/08/2012;779.00;10;10;77.90;701.10;5.84;303.81;475.19;
107;01-0546;GAB;FRAGMENTADORA;12311.03.34 - MAQUINAS UTENSILIOS E EQUIPAMENTOS DIVERSOS;BOM;N.F. 18;03/03/2006;403.33;10;10;40.33;363.00;0.00;363.00;40.33;
108;8000661;SVG;BEBEDOURO BELLIERE;12311.03.34 - MAQUINAS UTENSILIOS E EQUIPAMENTOS DIVERSOS;INSERVIVEL;N.F. 33899;17/08/2007;420.00;10;10;42.00;378.00;3.15;352.80;67.20;
109;02-0696;SVG;FURADEIRA DE IMPACTO;12311.03.34 - MAQUINAS UTENSILIOS E EQUIPAMENTOS DIVERSOS;BOM;N.F. 31217;30/10/2007;122.78;10;10;12.28;110.50;0.92;101.29;21.49;
110;02-0802;SVG;ESCADA EXTENSIVEL;12311.03.34 - MAQUINAS UTENSILIOS E EQUIPAMENTOS DIVERSOS;BOM;N.F. 36140;24/11/2008;775.00;10;10;77.50;697.50;5.81;563.81;211.19;
111;02-0769;SUPAD;CONDICIONADOR DE AR SPLIT SPRINGER 18K;12311.03.34 - MAQUINAS UTENSILIOS E EQUIPAMENTOS DIVERSOS;BOM;N.F. 12839;06/11/2008;1750.00;10;10;175.00;1575.00;13.13;1273.12;476.88;
112;01-0581;GAB;CONDICIONADOR DE AR SPLIT 18.000;12311.03.34 - MAQUINAS UTENSILIOS E EQUIPAMENTOS DIVERSOS;BOM;N.F. 2172;29/03/2010;1610.00;10;10;161.00;1449.00;12.08;978.07;631.93;
113;fev/94;SUPAD;CONDICIONADOR DE AR SPLIT 18.000;12311.03.34 - MAQUINAS UTENSILIOS E EQUIPAMENTOS DIVERSOS;BOM;N.F. 2172;29/03/2010;1610.00;10;10;161.00;1449.00;12.08;978.07;631.93;
114;01-0580;PRO;CONDICIONADOR DE AR SPLIT 24.000;12311.03.34 - MAQUINAS UTENSILIOS E EQUIPAMENTOS DIVERSOS;BOM;N.F. 2236;12/05/2010;1970.00;10;10;197.00;1773.00;14.78;1167.22;802.78;
